"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000100297",183.887252419688,3.01923118809716,0.278005046405128,10.860346699237,1.78071851836565e-27,4.28084731815103e-26
"ENSG00000182902",68.2151789257568,-4.49758805201539,0.417809624953994,-10.764682724843,5.05353192179731e-27,1.16814334038469e-25
"ENSG00000206195",98.3810856830683,4.04079310403384,0.376409388060227,10.7351018125703,6.96421619113995e-27,1.55018293736115e-25
"ENSG00000167074",199.515734554455,-3.36483204983352,0.319730036372617,-10.5239785664432,6.69839916584629e-26,1.43776353524058e-24
"ENSG00000241973",770.617978335172,-1.4303756787249,0.136413921941304,-10.4855549812603,1.00652975905687e-25,2.08594615583855e-24
"ENSG00000100353",319.189898533736,1.64912292092488,0.160104007679052,10.3003225517674,7.02254344269473e-25,1.40684953635318e-23
"ENSG00000131100",336.265642602557,-1.48888178969158,0.145397761965918,-10.2400598851073,1.31155164424313e-24,2.54271786512941e-23
"ENSG00000225465",112.499558211245,-3.94558449834926,0.395772435769767,-9.96932616258432,2.07632696177717e-23,3.89960157508775e-22
"ENSG00000183785",62.6364020405726,-4.78927055656223,0.484240203988986,-9.89027866151973,4.587491407094e-23,8.35479495655603e-22
"ENSG00000100346",68.2227200353633,-5.77887046602474,0.587125587977226,-9.84264795192149,7.37438930340561e-23,1.30353175627846e-21
"ENSG00000100362",73.492354525396,-3.11754992651151,0.318594197500208,-9.7853317824769,1.30167663423023e-22,2.2351647347782e-21
"ENSG00000186732",69.6266118860188,-5.95412463325655,0.611654480059406,-9.73445765112073,2.14961292843762e-22,3.58865936108613e-21
"ENSG00000100364",298.359371135874,-1.50712267095197,0.1580347528943,-9.53665344710598,1.47515811518403e-21,2.39613520871784e-20
"ENSG00000219438",82.1184318861739,-3.18185346834261,0.334345545797012,-9.51666175410748,1.78831495547433e-21,2.82836128484229e-20
"ENSG00000100320",590.226018047601,-1.25370193331453,0.13256303280624,-9.45740231476903,3.15688166278859e-21,4.86483558804087e-20
"ENSG00000185686",253.431277038985,11.1653104966435,1.19024535426646,9.38067975365008,6.55487556019348e-21,9.84870052919071e-20
"ENSG00000172346",50.292335969646,-4.85826684572261,0.518765181467268,-9.36505960554554,7.60073785489338e-21,1.1141569392173e-19
"ENSG00000240972",277.572044703164,1.61560664428226,0.172960775877085,9.34088457969448,9.55325982993632e-21,1.36702598995041e-19
"ENSG00000128272",628.930061339736,1.21467817071492,0.133893007836508,9.0720060019722,1.16845664671964e-19,1.63312196436861e-18
"ENSG00000241360",179.5884928958,-1.78363552231185,0.198649956172668,-8.97878638725449,2.73769712587688e-19,3.73944539239092e-18
"ENSG00000183773",58.8961774656019,-3.70432121006791,0.419767202049783,-8.82470376908721,1.09749929041357e-18,1.46577127453013e-17
"ENSG00000198832",68.6368076345921,-2.70362056816604,0.306831758761685,-8.81141045854361,1.23580973175733e-18,1.6146122799699e-17
"ENSG00000128342",57.1650064909427,5.271403275009,0.605453740456382,8.70653350169328,3.13309386531301e-18,3.98944250271645e-17
"ENSG00000040608",54.879942929869,-3.18144445774918,0.365488941759885,-8.70462576085077,3.18624359617953e-18,3.98944250271645e-17
"ENSG00000100129",642.99803613564,1.06494256667595,0.122868863931207,8.6673102737582,4.42448049611135e-18,5.42676077176106e-17
"ENSG00000100033",112.511291450035,-2.20443017514693,0.257277324502463,-8.56830340337991,1.05020796375446e-17,1.26234997243286e-16
"ENSG00000100241",600.88389264701,-1.16842679481862,0.140267190231901,-8.33000784350837,8.08369989819164e-17,9.52608556630035e-16
"ENSG00000100100",101.19069126233,-2.37070368326259,0.285618323426465,-8.30025068007567,1.03891945336496e-16,1.20075113744681e-15
"ENSG00000073150",42.152825213165,-3.72375560967957,0.451309695503533,-8.250998475725,1.57076555133782e-16,1.78118886104533e-15
"ENSG00000168135",41.3970680861817,-5.61718406898571,0.681890141168182,-8.23766722798282,1.75600784082533e-16,1.95437168951116e-15
"ENSG00000241878",186.520833392974,-1.57675706031572,0.198432441117008,-7.94606492486764,1.92529545804842e-15,2.10382285506746e-14
"ENSG00000100412",412.868846921809,-1.17243933077073,0.147857529629288,-7.92952062509293,2.19993422870554e-15,2.36100084187863e-14
"ENSG00000184113",43.2045429021902,-6.37142233206594,0.804008444749081,-7.92457140677716,2.28934565929735e-15,2.41385393199598e-14
"ENSG00000099937",57.5322223758515,2.97429791450466,0.384504728705992,7.73540009381506,1.03078419590528e-14,1.06810569265357e-13
"ENSG00000093009",67.8078430825747,7.44394656179059,0.969978786636193,7.67433954674987,1.66273106543903e-14,1.69373113615061e-13
"ENSG00000138867",159.541865191365,1.69198081460671,0.221424249729694,7.64135281782466,2.14951147768318e-14,2.15309399681265e-13
"ENSG00000100300",54.9659257972087,2.86598753499507,0.379203882552075,7.55790662191199,4.09607918170843e-14,4.03564522656847e-13
"ENSG00000099958",38.6291591062133,3.81036945089187,0.506543100079399,7.52230057085883,5.38206762552483e-14,5.2171332950652e-13
"ENSG00000100196",44.2944861323557,3.43822314081187,0.460136096085337,7.47218740295093,7.88725705509806e-14,7.52419284145068e-13
"ENSG00000075218",46.3700252741316,3.55459904343866,0.480559328548655,7.39679542622544,1.39510222127173e-13,1.31008817966299e-12
"ENSG00000100106",95.8309020268686,1.97094240360719,0.267591849568887,7.36547995307983,1.76510651337473e-13,1.6320446377511e-12
"ENSG00000093100",32.3107531465282,-3.58069075498236,0.511621844207232,-6.99870577365733,2.58337730286821e-12,2.35243902882393e-11
"ENSG00000261675",27.7859601375431,-8.50369568542188,1.24944623705191,-6.80597166428425,1.00369467830907e-11,9.00329106960821e-11
"ENSG00000100302",45.0075326706782,-2.59609252083881,0.381566914744042,-6.80376736169667,1.01918074149962e-11,9.00775920060693e-11
"ENSG00000221963",145.758492250871,1.55505240872195,0.23006006051561,6.75933234667839,1.38629069358136e-11,1.20747928527884e-10
"ENSG00000183864",195.111606846781,-1.31176246875384,0.194673639466601,-6.73826447354671,1.60289617551336e-11,1.37620085926219e-10
"ENSG00000128340",39.2757672844631,3.46966395636776,0.51907415385709,6.68433196025209,2.31980417028187e-11,1.96366522019634e-10
"ENSG00000185386",60.5214956899632,-2.17677141874979,0.327133888442287,-6.65406885576703,2.8509918775579e-11,2.37978627557263e-10
"ENSG00000273032",28.523501156798,-3.50018524465629,0.531707744885694,-6.58291190663163,4.61322507261476e-11,3.79801132690613e-10
"ENSG00000133454",34.2974053473691,8.26804569447896,1.25698237144598,6.57769423207401,4.77799501724918e-11,3.88050676400913e-10
